user,channel,message,timestamp,time,donation
user_425,channel_2,CHAD EZ,2022-07-21 13:24:32,13:24:32,0
user_632,channel_5,the dog?,2022-07-21 14:16:27,14:16:27,0
user_567,channel_5,@Avayr you can write them Sadge,2022-07-21 15:00:14,15:00:14,0
user_59,channel_2,Well said!,2022-07-21 17:17:33,17:17:33,0
user_13,channel_3,monkaHmm,2022-07-21 18:04:37,18:04:37,0
user_106,channel_5,monkaW WANNA PLAY A LIL GAME?,2022-07-21 18:09:28,18:09:28,0
user_381,channel_2,KEKW,2022-07-21 19:31:36,19:31:36,0
user_1146,channel_1,Thanks for being here Dom! Meant a lot to me.,2022-07-21 19:54:49,19:54:49,0
user_78,channel_4,<3 <3,2022-07-21 19:59:25,19:59:25,0
user_146,channel_5,5Head POG,2022-07-21 20:12:14,20:12:14,0
user_3,channel_5,no bashing dad Sadge,2022-07-21 20:44:07,20:44:07,0
user_3,channel_2,#AD MUTED EZ Clap,2022-07-21 21:21:31,21:21:31,0
user_170,channel_4,monkaW,2022-07-21 21:26:25,21:26:25,0
user_1062,channel_1,Love your content!,2022-07-21 22:01:11,22:01:11,1000
user_187,channel_2,FeelsStrongMan,2022-07-21 22:19:31,22:19:31,0
user_6,channel_3,BibleThump BibleThump,2022-07-21 23:13:44,23:13:44,0
user_155,channel_2,LULW,2022-07-22 00:20:06,00:20:06,0
user_793,channel_1,aaahhhh I'm deaf,2022-07-22 00:21:52,00:21:52,0
user_499,channel_2,I lost 10 kilos Sadge,2022-07-22 00:28:18,00:28:18,0
user_3,channel_4,OH NO PepeLaugh,2022-07-22 01:14:15,01:14:15,0
user_420,channel_3,PND....Big issue! KEKW,2022-07-22 02:08:20,02:08:20,0
user_416,channel_1,Clap,2022-07-22 03:14:34,03:14:34,0
user_559,channel_4,its 3am here,2022-07-22 03:19:32,03:19:32,0
user_81,channel_1,fix haha,2022-07-22 03:20:46,03:20:46,0
user_78,channel_2,FeelsStrongMan,2022-07-22 03:24:10,03:24:10,0
user_25,channel_1,<3 <3 <3 <3,2022-07-22 03:36:17,03:36:17,0
user_111,channel_3,<3 <3 <3,2022-07-22 04:26:11,04:26:11,0
user_957,channel_1,Hi,2022-07-22 05:34:58,05:34:58,25
user_696,channel_5,i haven't had a family holiday in 9 yrs im only 22,2022-07-22 05:43:55,05:43:55,0
user_50,channel_1,OMEGALUL,2022-07-22 06:50:54,06:50:54,0
user_905,channel_1,KEKW,2022-07-22 07:13:42,07:13:42,0
user_51,channel_4,Jebaited me,2022-07-22 07:34:02,07:34:02,0
user_75,channel_1,EZ,2022-07-22 07:47:59,07:47:59,0
user_662,channel_4,AOOOOE,2022-07-22 08:02:31,08:02:31,0
user_320,channel_1,KKona Clap,2022-07-22 08:40:16,08:40:16,0
user_754,channel_2,hydrate chads,2022-07-22 08:51:10,08:51:10,0
user_214,channel_5,PepeLaugh,2022-07-22 09:03:28,09:03:28,0
user_917,channel_4,Smorc,2022-07-22 09:09:05,09:09:05,0
user_50,channel_4,Pog KEKW,2022-07-22 09:15:50,09:15:50,0
user_436,channel_5,Grass is always greener on the other sie,2022-07-22 09:44:43,09:44:43,0
user_96,channel_4,BOOMER,2022-07-22 09:51:06,09:51:06,0
user_286,channel_3,Beautiful,2022-07-22 12:28:16,12:28:16,0
user_227,channel_5,LUL LUL LUL,2022-07-22 12:41:18,12:41:18,0
user_59,channel_1,Yah u have a bright future,2022-07-22 12:53:25,12:53:25,0
user_674,channel_3,Pog true,2022-07-22 13:12:28,13:12:28,0
user_369,channel_5,AAAAAAAAAHAHAAAAAAAAAA,2022-07-22 13:23:59,13:23:59,0
user_88,channel_4,LUL,2022-07-22 14:36:05,14:36:05,0
user_652,channel_5,Sadge,2022-07-22 15:44:05,15:44:05,0
user_880,channel_2,Maidasu,2022-07-22 16:22:16,16:22:16,0
user_337,channel_1,orcish blood,2022-07-22 16:32:45,16:32:45,0
user_122,channel_5,cheese nips > cheez-its sorry,2022-07-22 16:48:31,16:48:31,0
user_720,channel_2,You're the best!,2022-07-22 18:17:49,18:17:49,1000
user_245,channel_5,Sadge,2022-07-22 19:32:15,19:32:15,0
user_1034,channel_5,imls,2022-07-22 21:40:46,21:40:46,0
user_236,channel_4,You're the best!,2022-07-22 21:51:19,21:51:19,500
user_607,channel_5,gut health is very important for mental health as well,2022-07-22 23:17:58,23:17:58,0
user_381,channel_3,Jebaited,2022-07-22 23:37:40,23:37:40,0
user_10,channel_3,FeelsStrongMan,2022-07-22 23:38:59,23:38:59,0
user_130,channel_1,NANI?!,2022-07-22 23:58:01,23:58:01,0
user_241,channel_3,Hi,2022-07-22 23:58:53,23:58:53,5
user_738,channel_2,xd,2022-07-23 00:32:38,00:32:38,0
user_1018,channel_5,for us,2022-07-23 00:32:58,00:32:58,0
user_71,channel_5,@Big1Chair religion,2022-07-23 00:57:55,00:57:55,0
user_344,channel_4,UBER DANGER,2022-07-23 01:43:55,01:43:55,0
user_105,channel_5,Sadge,2022-07-23 02:20:32,02:20:32,0
user_962,channel_4,@bubufoong Pog GIGACHAD,2022-07-23 02:29:27,02:29:27,0
user_349,channel_3,NotLikeThis NotLikeThis NotLikeThis NotLikeThis NotLikeThis NotLikeThis DendiFace DendiFace DendiFace DendiFace DendiFace DendiFace DendiFace DendiFace DendiFace DendiFace DendiFace,2022-07-23 02:37:48,02:37:48,0
user_539,channel_2,@Domwindu,2022-07-23 03:22:04,03:22:04,0
user_559,channel_3,FeelsBadMan,2022-07-23 04:08:39,04:08:39,0
user_905,channel_3,TRUE,2022-07-23 04:15:29,04:15:29,0
user_376,channel_4,painful and stressful,2022-07-23 04:29:24,04:29:24,0
user_233,channel_1,xqcPog PogChamp xqcPog PogChamp xqcPog PridePog,2022-07-23 04:36:34,04:36:34,0
user_403,channel_2,LUL,2022-07-23 04:42:26,04:42:26,0
user_68,channel_1,LULW,2022-07-23 04:51:58,04:51:58,0
user_549,channel_1,WAYTOODANK,2022-07-23 05:06:09,05:06:09,0
user_450,channel_3,,2022-07-23 05:38:25,05:38:25,1
user_672,channel_3,"Hey man it could be worse, there is kids without parents spending christmas on an orphanage, be blessed with where you are",2022-07-23 05:50:51,05:50:51,0
user_386,channel_1,monkaS have her watch the HG channel Kapp,2022-07-23 06:59:25,06:59:25,0
user_45,channel_4,muted,2022-07-23 07:51:28,07:51:28,0
user_666,channel_1,same,2022-07-23 09:02:07,09:02:07,0
user_480,channel_2,monkaW,2022-07-23 09:50:49,09:50:49,0
user_949,channel_1,tyler1 energy here,2022-07-23 10:18:44,10:18:44,0
user_71,channel_4,WOW,2022-07-23 10:58:04,10:58:04,0
user_172,channel_2,POST NUT,2022-07-23 11:01:38,11:01:38,0
user_127,channel_4,Sadge felt that before,2022-07-23 11:29:51,11:29:51,0
user_338,channel_5,I just got here and monkaS,2022-07-23 12:17:31,12:17:31,0
user_25,channel_1,missdoitBIG,2022-07-23 13:55:02,13:55:02,0
user_398,channel_2,Sadge x100,2022-07-23 14:24:45,14:24:45,0
user_47,channel_2,emmameiMegaSportyS,2022-07-23 15:50:38,15:50:38,0
user_556,channel_4,LETS FUCKING GOOOOO PagChomp,2022-07-23 16:02:57,16:02:57,0
user_356,channel_3,Hi,2022-07-23 16:05:00,16:05:00,25
user_60,channel_4,true FeelsBadMan,2022-07-23 18:39:22,18:39:22,0
user_382,channel_1,LUL,2022-07-23 18:53:43,18:53:43,0
user_207,channel_3,he s a doc and a professional first,2022-07-23 19:03:57,19:03:57,0
user_425,channel_5,EZ 🥛,2022-07-23 20:15:36,20:15:36,0
user_289,channel_2,"EXACTLY. Holidays are shit. Thank you for confirming that, doc",2022-07-23 21:04:06,21:04:06,0
user_187,channel_3,@modxta23 i feel you,2022-07-23 21:25:38,21:25:38,0
user_633,channel_4,<3,2022-07-23 21:52:47,21:52:47,0
user_735,channel_2,gachiGASM,2022-07-23 22:30:32,22:30:32,0
user_416,channel_3,FeelsStrongMan,2022-07-23 23:16:08,23:16:08,0
user_184,channel_5,LULW,2022-07-23 23:24:06,23:24:06,0
user_24,channel_5,monkaStare,2022-07-23 23:39:30,23:39:30,0
user_1025,channel_2,This guy sounds like obama BibleThump,2022-07-24 00:03:09,00:03:09,0
user_75,channel_1,KEKW,2022-07-24 00:21:44,00:21:44,0
user_978,channel_4,yahhh yeeeeeeeeeeeeet boys,2022-07-24 00:25:58,00:25:58,0
user_22,channel_2,hasL hasL hasL,2022-07-24 01:32:48,01:32:48,0
user_969,channel_1,Hi,2022-07-24 01:43:41,01:43:41,1
user_402,channel_3,wheres the missing link?,2022-07-24 01:58:37,01:58:37,0
user_140,channel_2,lol the chad within,2022-07-24 02:50:53,02:50:53,0
user_344,channel_4,"""BLOODY MARY, BLOODY MARY, BLOODY MARY"" monkaW",2022-07-24 04:13:25,04:13:25,0
user_693,channel_5,Sadge ...,2022-07-24 04:19:39,04:19:39,0
user_345,channel_5,the life of the mid chad,2022-07-24 05:25:46,05:25:46,0
user_389,channel_5,4Head,2022-07-24 05:48:33,05:48:33,0
user_1229,channel_1,<3,2022-07-24 06:07:36,06:07:36,0
user_304,channel_3,Noooooooo,2022-07-24 06:09:34,06:09:34,0
user_214,channel_4,4Head,2022-07-24 06:27:55,06:27:55,0
user_102,channel_4,Pog lets go,2022-07-24 07:13:03,07:13:03,0
user_968,channel_5,SMOrc join us,2022-07-24 07:24:59,07:24:59,0
user_1215,channel_1,<3,2022-07-24 07:47:18,07:47:18,0
user_762,channel_1,@smoke2bwoke LUL,2022-07-24 08:21:07,08:21:07,0
user_1038,channel_3,SeemsGood SeemsGood SeemsGood,2022-07-24 08:36:56,08:36:56,0
user_24,channel_2,PepoG acquire companions,2022-07-24 08:37:51,08:37:51,0
user_312,channel_2,@HealthyGamer_GG Raid HealthyGamer_GG PogU,2022-07-24 08:45:27,08:45:27,0
user_653,channel_2,2008-2009,2022-07-24 09:08:37,09:08:37,0
user_668,channel_4,<3,2022-07-24 10:06:43,10:06:43,0
user_286,channel_3,indian snackos,2022-07-24 10:16:40,10:16:40,0
user_13,channel_5,does he know??? OMEGALUL,2022-07-24 12:14:24,12:14:24,0
user_121,channel_4,"we're not winning this one, chat",2022-07-24 12:27:28,12:27:28,0
user_492,channel_1,my ears LUL,2022-07-24 12:36:24,12:36:24,0
user_121,channel_5,"thing is even if you fail, we'll still be here rooting for you",2022-07-24 12:42:08,12:42:08,0
user_1166,channel_2,KEKW,2022-07-24 13:11:54,13:11:54,0
user_404,channel_4,J BIEBS Pog,2022-07-24 13:59:42,13:59:42,0
user_324,channel_4,POGCHAMP,2022-07-24 14:19:50,14:19:50,0
user_165,channel_4,oof,2022-07-24 15:04:15,15:04:15,0
user_1195,channel_1,do my assignment lets goooooooooooooo,2022-07-24 15:08:21,15:08:21,0
user_795,channel_1,4Head just get some sleep,2022-07-24 15:25:31,15:25:31,0
user_127,channel_3,4 years+(3 days)^x,2022-07-24 15:40:36,15:40:36,0
user_161,channel_4,EZ,2022-07-24 16:10:39,16:10:39,0
user_536,channel_5,!uptime,2022-07-24 16:23:04,16:23:04,0
user_198,channel_4,"he'd love therapy, highly recommend <3",2022-07-24 17:27:29,17:27:29,0
user_130,channel_5,SuperVinlin,2022-07-24 17:41:11,17:41:11,0
user_38,channel_5,I am already doing it though LUL,2022-07-24 17:47:35,17:47:35,0
user_39,channel_5,adge,2022-07-24 18:08:47,18:08:47,0
user_1258,channel_2,WH OMEGALUL,2022-07-24 18:26:59,18:26:59,0
user_213,channel_3,Me and my brother have different dads aswell but hates me because i dont understand how he feels about not knowing his,2022-07-24 19:32:01,19:32:01,0
user_593,channel_1,widepeepoSad,2022-07-24 19:47:45,19:47:45,0
user_203,channel_5,EZ,2022-07-24 20:20:14,20:20:14,0
user_404,channel_2,all of them,2022-07-24 20:56:21,20:56:21,0
user_156,channel_1,doc is confusion,2022-07-24 21:10:52,21:10:52,0
user_1290,channel_4,Got em!!,2022-07-24 21:32:25,21:32:25,0
user_17,channel_4,damn    FeelsStrongMan,2022-07-24 23:17:17,23:17:17,0
user_39,channel_5,plot twist monkaW,2022-07-24 23:21:20,23:21:20,0
user_66,channel_5,PepoG Good advice,2022-07-24 23:36:08,23:36:08,0
user_11,channel_2,"+5 in Yoga , +5 intellect",2022-07-24 23:40:51,23:40:51,0
user_163,channel_2,Pog,2022-07-24 23:52:23,23:52:23,0
user_185,channel_2,MY MOM USED TO STUDY ON HER FREE TIME OMEGALUL,2022-07-24 23:59:08,23:59:08,0
user_809,channel_3,🫂,2022-07-25 00:12:29,00:12:29,0
user_271,channel_2,Good Job Dude,2022-07-25 00:17:48,00:17:48,0
user_43,channel_1,If you are enjoying the stream and want to support us consider subbing or donating (link below) to the channel and spreading the word!,2022-07-25 00:45:40,00:45:40,0
user_140,channel_2,Chadidas,2022-07-25 01:04:51,01:04:51,0
user_528,channel_4,LUL,2022-07-25 02:01:21,02:01:21,0
user_501,channel_1,the shame,2022-07-25 02:15:15,02:15:15,0
user_669,channel_2,Hi,2022-07-25 02:32:51,02:32:51,1
user_36,channel_2,,2022-07-25 02:34:57,02:34:57,5
user_45,channel_2,oh no,2022-07-25 02:36:32,02:36:32,0
user_832,channel_1,Goodbye man gotta go do it,2022-07-25 03:49:47,03:49:47,0
user_803,channel_1,Lol,2022-07-25 03:59:20,03:59:20,0
user_193,channel_1,OOOO,2022-07-25 05:18:48,05:18:48,0
user_386,channel_4,Saved Pog,2022-07-25 05:36:13,05:36:13,0
user_68,channel_2,4Head LAWL DUDE,2022-07-25 05:39:33,05:39:33,0
user_64,channel_1,NODDERS,2022-07-25 05:53:42,05:53:42,0
user_9,channel_1,FeelsStrongMan,2022-07-25 07:17:32,07:17:32,0
user_1310,channel_1,what was the one nose breathing technique,2022-07-25 07:36:34,07:36:34,0
user_761,channel_2,feeels like Dr.kis sleepy,2022-07-25 08:28:26,08:28:26,0
user_1100,channel_4,OOOOO No,2022-07-25 08:44:39,08:44:39,0
user_225,channel_3,play genshin impact,2022-07-25 09:08:12,09:08:12,0
user_398,channel_1,based Sadge,2022-07-25 09:41:02,09:41:02,0
user_514,channel_4,wheres the link AOOOOE,2022-07-25 11:38:04,11:38:04,0
user_408,channel_5,Sadge,2022-07-25 11:39:07,11:39:07,0
user_148,channel_1,Sadge,2022-07-25 12:25:19,12:25:19,0
user_480,channel_5,KEKW,2022-07-25 13:15:14,13:15:14,0
user_99,channel_2,LUL,2022-07-25 13:23:33,13:23:33,0
user_37,channel_5,,2022-07-25 13:37:13,13:37:13,0
user_198,channel_5,sounds like he just wants to fit in Sadge,2022-07-25 13:51:56,13:51:56,0
user_8,channel_5,Pog Kotor,2022-07-25 13:52:46,13:52:46,0
user_102,channel_2,4Head,2022-07-25 16:19:52,16:19:52,0
user_4,channel_3,<3 <3 FeelsStrongMan <3,2022-07-25 17:26:48,17:26:48,0
user_39,channel_3,just do it EZ,2022-07-25 18:49:57,18:49:57,0
user_528,channel_4,that's a great question,2022-07-25 18:58:50,18:58:50,0
user_1315,channel_4,practicing guitar with tears in my eyes SeemsGood,2022-07-25 19:48:58,19:48:58,0
user_102,channel_1,4Head just,2022-07-25 20:01:02,20:01:02,0
user_167,channel_2,i lost the habit Sadge,2022-07-25 20:09:41,20:09:41,0
user_795,channel_3,EZ gigachad,2022-07-25 20:52:59,20:52:59,0
user_844,channel_5,Haha yes,2022-07-25 21:03:45,21:03:45,0
user_369,channel_2,tutorial pls,2022-07-25 21:53:31,21:53:31,0
user_127,channel_4,👉 EZ,2022-07-25 22:23:39,22:23:39,0
user_205,channel_4,BRB,2022-07-25 23:31:14,23:31:14,0
user_193,channel_2,OMEGALUL,2022-07-26 00:22:31,00:22:31,0
user_308,channel_4,Yea thats about right,2022-07-26 00:46:50,00:46:50,0
user_416,channel_3,@StaticShock7 Pitta probably,2022-07-26 01:25:05,01:25:05,0
user_213,channel_1,nut and listening to a sic breakdown,2022-07-26 01:27:52,01:27:52,0
user_11,channel_4,LULW,2022-07-26 01:52:22,01:52:22,0
user_729,channel_2,I think I've identified a little bit with my degenerac,2022-07-26 02:03:14,02:03:14,0
user_344,channel_1,mods can allow it @HealthyGamer_GG,2022-07-26 02:47:35,02:47:35,0
user_999,channel_1,INCREDIBLY BASED,2022-07-26 03:20:22,03:20:22,0
user_831,channel_5,!guide,2022-07-26 03:56:30,03:56:30,0
user_146,channel_1,Show it on stream,2022-07-26 04:26:54,04:26:54,0
user_889,channel_1,FACTS,2022-07-26 04:44:40,04:44:40,0
user_566,channel_3,HealthyDinner_GG,2022-07-26 04:51:34,04:51:34,0
user_614,channel_3,KKona hell yea,2022-07-26 05:03:30,05:03:30,0
user_148,channel_3,FeelsStrongMan,2022-07-26 07:01:51,07:01:51,0
user_113,channel_4,Hi,2022-07-26 07:02:48,07:02:48,25
user_608,channel_2,You're the best!,2022-07-26 07:06:52,07:06:52,25
user_411,channel_4,LUL,2022-07-26 07:30:27,07:30:27,0
user_51,channel_3,just nut more 5Head,2022-07-26 07:46:17,07:46:17,0
user_542,channel_4,LULW SAME,2022-07-26 07:52:47,07:52:47,0
user_77,channel_3,Sadge,2022-07-26 08:45:09,08:45:09,0
user_291,channel_1,postnut is real though LUL,2022-07-26 09:04:33,09:04:33,0
user_614,channel_3,Sadge,2022-07-26 09:06:44,09:06:44,0
user_907,channel_1,KEKW,2022-07-26 10:32:13,10:32:13,0
user_92,channel_3,PepeLaugh,2022-07-26 10:51:49,10:51:49,0
user_105,channel_5,Sadge he gets all the girls,2022-07-26 11:48:31,11:48:31,0
user_486,channel_4,sogTetra,2022-07-26 11:51:53,11:51:53,0
user_1021,channel_1,He's breaking Dr K,2022-07-26 11:53:28,11:53:28,0
user_35,channel_3,Would his life be better,2022-07-26 12:01:36,12:01:36,0
user_3,channel_4,KEKW,2022-07-26 12:11:35,12:11:35,0
user_798,channel_4,I've been in this moment..,2022-07-26 13:23:22,13:23:22,0
user_425,channel_4,),2022-07-26 13:25:44,13:25:44,0
user_463,channel_2,FeelsGoodMan,2022-07-26 13:43:06,13:43:06,0
user_38,channel_2,we have our chad bois,2022-07-26 13:59:16,13:59:16,0
user_199,channel_3,<3,2022-07-26 14:08:09,14:08:09,0
user_959,channel_5,GG,2022-07-26 14:30:08,14:30:08,0
user_69,channel_3,KEKW,2022-07-26 14:39:23,14:39:23,0
user_841,channel_4,LUL,2022-07-26 14:41:48,14:41:48,0
user_1013,channel_4,VirtualHug VirtualHug VirtualHug VirtualHug VirtualHug VirtualHug VirtualHug VirtualHug,2022-07-26 14:49:04,14:49:04,0
user_121,channel_2,that pandemic weight,2022-07-26 15:47:03,15:47:03,0
user_64,channel_1,Damn,2022-07-26 15:54:57,15:54:57,0
user_517,channel_2,Depends,2022-07-26 16:01:42,16:01:42,0
user_675,channel_1,Jebaited,2022-07-26 16:39:42,16:39:42,0
user_11,channel_4,Post Nut Enlightenment 5Head,2022-07-26 18:12:09,18:12:09,0
user_614,channel_4,🤡,2022-07-26 18:29:22,18:29:22,0
user_3,channel_4,PepeLaugh lets troll him,2022-07-26 18:44:45,18:44:45,0
user_148,channel_5,PepeLaugh,2022-07-26 19:12:20,19:12:20,0
user_540,channel_5,EZ,2022-07-26 20:15:55,20:15:55,0
user_97,channel_4,Sadge,2022-07-26 20:53:05,20:53:05,0
user_1005,channel_1,You're the best!,2022-07-26 20:54:38,20:54:38,25
user_569,channel_4,@healthyfitgirl69 an hour and 50 mins ago,2022-07-26 21:14:49,21:14:49,0
user_136,channel_4,Love your content!,2022-07-26 21:34:02,21:34:02,10
user_694,channel_2,PepoG Drink milk,2022-07-26 22:48:16,22:48:16,0
user_303,channel_1,leeeessss goooooo,2022-07-26 23:15:45,23:15:45,0
user_938,channel_1,"I just got here, can someone recap?",2022-07-26 23:33:24,23:33:24,0
user_464,channel_3,),2022-07-27 00:11:25,00:11:25,0
user_416,channel_2,Sadge,2022-07-27 00:26:29,00:26:29,0
user_65,channel_4,NotLikeThis here comes the panic,2022-07-27 01:50:07,01:50:07,0
user_718,channel_1,monkaW,2022-07-27 01:59:55,01:59:55,0
user_1377,channel_2,lul,2022-07-27 02:03:04,02:03:04,0
user_243,channel_2,monkaW,2022-07-27 02:50:29,02:50:29,0
user_1172,channel_1,You're the best!,2022-07-27 02:54:57,02:54:57,500
user_567,channel_5,at least 2 days,2022-07-27 03:50:21,03:50:21,0
user_512,channel_3,Love your content!,2022-07-27 05:08:02,05:08:02,25
user_523,channel_2,soul was GOOD,2022-07-27 05:39:56,05:39:56,0
user_38,channel_5,911 check,2022-07-27 06:54:30,06:54:30,0
user_195,channel_3,EZ,2022-07-27 07:22:36,07:22:36,0
user_140,channel_2,@Shikai_Kanto touche,2022-07-27 11:04:28,11:04:28,0
user_11,channel_4,2B AYAYA Clap,2022-07-27 12:12:04,12:12:04,0
user_25,channel_4,KEKW,2022-07-27 12:57:14,12:57:14,0
user_56,channel_1,monkaS,2022-07-27 13:43:46,13:43:46,0
user_872,channel_3,,2022-07-27 15:06:41,15:06:41,25
user_803,channel_1,TRUEE,2022-07-27 15:30:54,15:30:54,0
user_415,channel_1,<3 Clap,2022-07-27 15:51:57,15:51:57,0
user_1011,channel_1,Amen,2022-07-27 16:09:41,16:09:41,0
user_634,channel_4,WHAT WAS FIRST EXERCISE?,2022-07-27 16:44:06,16:44:06,0
user_416,channel_4,Sadge,2022-07-27 16:59:41,16:59:41,0
user_424,channel_5,4??????,2022-07-27 17:41:16,17:41:16,0
user_419,channel_1,I have +10 Lazy ness as racial Pog,2022-07-27 18:11:19,18:11:19,0
user_24,channel_5,Prove then wrong EZ Clap,2022-07-27 18:43:56,18:43:56,0
user_450,channel_4,GIGACHAT YEP,2022-07-27 18:46:30,18:46:30,0
user_614,channel_4,KEKW,2022-07-27 19:03:20,19:03:20,0
user_187,channel_1,laughs in 2 burritos,2022-07-27 19:05:45,19:05:45,0
user_43,channel_1,//bit.ly/3bqNMfr,2022-07-27 19:22:56,19:22:56,0
user_295,channel_4,FeelStrongMan,2022-07-27 19:53:07,19:53:07,0
user_37,channel_5,NOOOOOO NotLikeThis VoteNay NOOOOOO NotLikeThis VoteNay NOOOOOO NotLikeThis VoteNay NOOOOOO NotLikeThis VoteNay NOOOOOO NotLikeThis VoteNay,2022-07-27 20:20:50,20:20:50,0
user_543,channel_4,just get in shape 4Head,2022-07-27 21:48:37,21:48:37,0
user_449,channel_5,Gigachad Thundercock,2022-07-27 23:11:08,23:11:08,0
user_39,channel_5,LULW,2022-07-27 23:19:07,23:19:07,0
user_415,channel_3,Yoga fire Pog,2022-07-27 23:21:07,23:21:07,0
user_59,channel_2,Awww Dom …but you’re a King bruh,2022-07-28 02:26:22,02:26:22,0
user_550,channel_3,chat's unhinged,2022-07-28 03:11:47,03:11:47,0
user_11,channel_4,EZ Chad,2022-07-28 04:20:35,04:20:35,0
user_1194,channel_4,monkaW,2022-07-28 04:36:41,04:36:41,0
user_14,channel_2,monkaW,2022-07-28 04:41:17,04:41:17,0
user_295,channel_4,FeelsStrongMan,2022-07-28 05:18:46,05:18:46,0
user_344,channel_1,IT'S A GHOST monkaW,2022-07-28 05:42:50,05:42:50,0
user_24,channel_4,5Head don't celebrate holidays with family,2022-07-28 06:10:48,06:10:48,0
user_50,channel_1,HE DOESNT KNOW KEKW,2022-07-28 06:21:49,06:21:49,0
user_937,channel_2,NODDERS we are,2022-07-28 06:39:12,06:39:12,0
user_808,channel_1,,2022-07-28 06:44:01,06:44:01,500
user_907,channel_3,im hungry,2022-07-28 07:17:09,07:17:09,0
user_548,channel_5,EZ Dr,2022-07-28 07:18:06,07:18:06,0
user_382,channel_5,wtf LUL,2022-07-28 07:28:41,07:28:41,0
user_1234,channel_3,You just reminded me to get my laundry,2022-07-28 08:32:53,08:32:53,0
user_25,channel_3,@skullsnacher1 Youtube!,2022-07-28 08:33:26,08:33:26,0
user_81,channel_2,what are u feeling? dr.k,2022-07-28 08:36:05,08:36:05,0
user_548,channel_4,Facts,2022-07-28 08:44:21,08:44:21,0
user_204,channel_2,FeelsStrongMan,2022-07-28 10:09:23,10:09:23,0
user_35,channel_1,PepeLaugh,2022-07-28 10:55:47,10:55:47,0
user_599,channel_4,no arms,2022-07-28 11:03:59,11:03:59,0
user_469,channel_3,EZ Clap,2022-07-28 11:43:50,11:43:50,0
user_516,channel_1,processing...please wait,2022-07-28 11:52:02,11:52:02,0
user_904,channel_5,GIGACHAD,2022-07-28 11:54:01,11:54:01,0
user_545,channel_2,Too real,2022-07-28 12:11:15,12:11:15,0
user_117,channel_5,EZ,2022-07-28 12:21:36,12:21:36,0
user_769,channel_2,dr. k look suspicious 2020Suspicious,2022-07-28 12:49:16,12:49:16,0
user_404,channel_3,@crxssrxads_ monkaW,2022-07-28 13:31:03,13:31:03,0
user_24,channel_3,Pick up women EZ,2022-07-28 13:48:02,13:48:02,0
user_57,channel_3,You're the best!,2022-07-28 14:44:03,14:44:03,25
user_81,channel_5,where is this goin,2022-07-28 14:45:48,14:45:48,0
user_11,channel_4,2B AYAYA,2022-07-28 14:53:31,14:53:31,0
user_287,channel_4,how old is this dude,2022-07-28 15:27:00,15:27:00,0
user_431,channel_3,5Head,2022-07-28 18:42:32,18:42:32,0
user_156,channel_4,it is true,2022-07-28 18:43:07,18:43:07,0
user_51,channel_2,AYAYA,2022-07-28 19:50:23,19:50:23,0
user_263,channel_1,Jebaited,2022-07-28 20:13:44,20:13:44,0
user_324,channel_4,LMAOOOOOOOOOOOOOOOOO,2022-07-28 20:27:27,20:27:27,0
user_585,channel_4,so based 5Head,2022-07-28 20:31:19,20:31:19,0
user_60,channel_1,why dont all of us loners be friends with each other? FeelsGoodMan Clap,2022-07-28 20:41:02,20:41:02,0
user_1055,channel_3,EZ Indian Snacks,2022-07-28 20:49:09,20:49:09,0
user_19,channel_4,@maxinemaxinemax this,2022-07-28 22:28:14,22:28:14,0
user_1238,channel_3,Hi,2022-07-28 22:43:09,22:43:09,500
user_25,channel_5,LUL,2022-07-28 23:06:56,23:06:56,0
user_109,channel_5,monkaW,2022-07-28 23:48:52,23:48:52,0
user_1136,channel_1,drhgHeart drhgHeart drhgHeart,2022-07-29 00:37:36,00:37:36,0
user_85,channel_1,uhh,2022-07-29 01:04:31,01:04:31,0
user_185,channel_1,AYAYA,2022-07-29 01:22:53,01:22:53,0
user_1242,channel_2,@Domwindu Get after it bro,2022-07-29 01:31:28,01:31:28,0
user_444,channel_3,OMEGALUL,2022-07-29 01:56:09,01:56:09,0
user_185,channel_1,),2022-07-29 02:11:28,02:11:28,0
user_232,channel_3,wut,2022-07-29 02:12:22,02:12:22,0
user_6,channel_2,LOL sameeee,2022-07-29 02:29:33,02:29:33,0
user_549,channel_4,SMOrc,2022-07-29 03:00:52,03:00:52,0
user_836,channel_1,Sadge,2022-07-29 03:30:05,03:30:05,0
user_198,channel_2,HASAN,2022-07-29 04:08:35,04:08:35,0
user_549,channel_1,oh no KEKW,2022-07-29 04:56:10,04:56:10,0
user_277,channel_1,Pog,2022-07-29 05:40:29,05:40:29,0
user_78,channel_5,OMEGALUL,2022-07-29 06:46:58,06:46:58,0
user_203,channel_2,BOOMER,2022-07-29 08:47:41,08:47:41,0
user_152,channel_2,FeelsStrongMan,2022-07-29 09:57:12,09:57:12,0
user_528,channel_2,Pog,2022-07-29 10:24:48,10:24:48,0
user_94,channel_5,***,2022-07-29 13:02:14,13:02:14,0
user_1208,channel_3,Hi,2022-07-29 13:06:10,13:06:10,5
user_68,channel_1,AYAYA Clap,2022-07-29 13:11:24,13:11:24,0
user_585,channel_2,<3,2022-07-29 13:14:53,13:14:53,0
user_1012,channel_2,hava,2022-07-29 14:00:57,14:00:57,0
user_123,channel_4,<3,2022-07-29 14:07:00,14:07:00,0
user_21,channel_3,PANIC,2022-07-29 14:32:33,14:32:33,0
